timestamp	step	train_main_ap
1654103995018	0	0.0045569942701254515
1654104135290	1	0.013015550765036021
1654104266225	2	0.01696648949816332
1654104395138	3	0.01773140897431167
1654104524260	4	0.031282709375535414
1654104636494	5	0.058262676209986826
1654104776573	6	0.06910264629082752
1654104900273	7	0.09969185716762224
1654105004834	8	0.09022120133161883
1654105156249	9	0.1394179045929212
1654105263773	10	0.11248321657346146
1654105396596	11	0.15836689380937263
1654105518026	12	0.16517724141665585
1654105633489	13	0.22346056952077076
1654105762820	14	0.25056316018037833
1654105897994	15	0.2531914325206625
1654106045532	16	0.24112945334624683
1654106161463	17	0.272932491792576
1654106296672	18	0.3595550983634551
1654106417201	19	0.3337238669535145
1654106526532	20	0.3631768680243216
1654106636624	21	0.39056685060357654
1654106746985	22	0.4135284578746421
1654106853316	23	0.4110747572866983
1654106982385	24	0.3761719677085928
1654107119361	25	0.3987473366752664
1654107244030	26	0.3925476201342349
1654107356389	27	0.4333884046515692
1654107473725	28	0.4858033171880006
1654107605539	29	0.4494343349027502
1654107710045	30	0.4858331357477024
1654107818721	31	0.4959505690572826
1654107963673	32	0.4659891020335645
1654108093078	33	0.4689903843883353
1654108203081	34	0.5408087890918405
1654108310550	35	0.5463759258411349
1654108440949	36	0.5641798743903592
1654108542213	37	0.5896736273254737
1654108653700	38	0.5662222911554836
1654108812369	39	0.5552101894350935
1654108932865	40	0.490623818862027
1654109050161	41	0.5780534620992768
1654109176043	42	0.5325058180536435
1654109293262	43	0.6527401646073494
1654109420406	44	0.6025462938053763
1654109578666	45	0.582675107051426
1654109714772	46	0.6581906728187534
1654109820597	47	0.5974150987368494
1654109932908	48	0.6296283321800272
1654110061586	49	0.6582077629885297
1654110196248	50	0.6771956249467357
1654110313487	51	0.7141047723817714
1654110441165	52	0.6903513485772603
1654110562892	53	0.640526302842614
1654110670390	54	0.6427021169412641
1654110815421	55	0.6145456887512257
1654110947986	56	0.637205001181037
1654111072944	57	0.712683661049894
1654111194250	58	0.6856354331294894
1654111353167	59	0.6900976715949588
1654111456047	60	0.6927843181283966
1654111562712	61	0.6403563241210176
1654111681211	62	0.6114711070446185
1654111789843	63	0.7269998341365496
1654111906328	64	0.6728473265660989
1654112024111	65	0.7148496165005848
1654112131171	66	0.6871330972260048
1654112242680	67	0.7263428224528719
1654112357227	68	0.7276651539993051
1654112516207	69	0.703977507288085
1654112665484	70	0.6839334896611893
1654112786788	71	0.7350661017023639
1654112962588	72	0.7446769025098846
1654113068530	73	0.7401403869298886
1654113213993	74	0.7404263082475881
1654113315881	75	0.7403268426616809
1654113452637	76	0.7641265428516579
1654113593869	77	0.7659285486840144
1654113699263	78	0.759975764740199
1654113887645	79	0.7520556608084962
1654114019297	80	0.76579537701003
1654114141678	81	0.742427980462156
1654114255310	82	0.7470329293711669
1654114379218	83	0.7483995297328363
1654114497605	84	0.7629915171611328
1654114602391	85	0.7624601174647934
1654114726512	86	0.7335891633363623
1654114843757	87	0.7971315212974186
1654114967838	88	0.7893472399898562
1654115086041	89	0.7779883919407498
1654115226882	90	0.7588398369930225
1654115338398	91	0.7734413346967092
1654115448791	92	0.7805816165379562
1654115587931	93	0.7737788614076688
1654115735233	94	0.7592938062601642
1654115831959	95	0.7811489452349898
1654115937332	96	0.7803709664507499
1654116057385	97	0.8167934588038526
1654116178798	98	0.8003485963221566
1654116317958	99	0.8039845792480127
1654116442123	100	0.779139221843876
1654116546669	101	0.7894231236925524
1654116669836	102	0.7921617758537445
1654116807744	103	0.7805793776869857
1654116922843	104	0.7926693046341193
1654117033771	105	0.7976976958814996
1654117153413	106	0.8027874548246897
1654117251577	107	0.8098844520316641
1654117362345	108	0.8088391987467596
1654117502206	109	0.7949003471246405
1654117608992	110	0.794437086023714
1654117757839	111	0.8186971088536585
1654117860035	112	0.8071938661742695
1654117970002	113	0.8182854852384869
1654118090339	114	0.8064861313554643
1654118233023	115	0.8066584070885572
1654118364756	116	0.8149749532362066
1654118467787	117	0.8065041625536027
1654118597767	118	0.7930413038823426
1654118726395	119	0.7972847187506212
1654118827605	120	0.8152556186471503
1654118941901	121	0.8258018885726812
1654119048672	122	0.8242916681244064
1654119158834	123	0.8311727394388166
1654119276032	124	0.8040891145011856
1654119388424	125	0.823353456682365
1654119500406	126	0.822838805644136
1654119639723	127	0.8340814513301894
1654119770460	128	0.7881885771610375
1654119906998	129	0.8245398205727354
1654120042691	130	0.8153222751673654
1654120163523	131	0.8162285946071888
1654120283224	132	0.8382069600046971
1654120407805	133	0.829297467427174
1654120531771	134	0.8108654203584804
1654120649163	135	0.7959165413582443
1654120781953	136	0.8343137155984582
1654120907884	137	0.8334469461774545
1654121023340	138	0.8320192944999827
1654121150010	139	0.8149841695926155
1654121269900	140	0.8381548651244493
1654121393568	141	0.8180842877324281
1654121507531	142	0.8202442327628139
1654121610191	143	0.8354255993327857
1654121725249	144	0.847864678465606
1654121844572	145	0.826849172628579
1654121957288	146	0.8399036450403043
1654122066389	147	0.8408823569211484
1654122170148	148	0.8275930950861248
1654122308248	149	0.8668632661548205
1654122423348	150	0.8266836021139672
1654122552951	151	0.847061557796531
1654122660852	152	0.8484884147234437
1654122773873	153	0.8630448186380165
1654122880781	154	0.8069169880594609
1654123015857	155	0.8617522477567136
1654123116646	156	0.8291694969871817
1654123243980	157	0.8381527429567395
1654123352239	158	0.8483048923686458
1654123480579	159	0.8428118255030126
1654123590719	160	0.8500459197526333
1654123714537	161	0.8609514046920015
1654123864970	162	0.8516053294872281
1654123984230	163	0.8460711264444366
1654124105324	164	0.8616812464125789
1654124214236	165	0.8420631537026706
1654124333320	166	0.8510153479686382
1654124444167	167	0.85591145793442
1654124563010	168	0.8500985327241632
1654124684547	169	0.8493767692846965
1654124788400	170	0.8545290802669101
1654124899775	171	0.8591893074871345
1654125007294	172	0.8635496224265545
1654125131186	173	0.8505516848889184
1654125252595	174	0.8325548381591694
1654125384744	175	0.8482777980612498
1654125494195	176	0.8311985019575097
1654125614032	177	0.8379160804726863
1654125724702	178	0.8530556155021225
1654125859093	179	0.8342949314280242
1654125975413	180	0.8481533866868545
1654126075258	181	0.8568264992468447
1654126198249	182	0.8383936724383634
1654126310195	183	0.8579013655763951
1654126440175	184	0.8674336206645972
1654126555219	185	0.8449520815004514
1654126687083	186	0.8668573489597181
1654126809637	187	0.8646466551414044
1654126936999	188	0.8642916390967674
1654127077832	189	0.8661159808758117
1654127198616	190	0.8488348167573649
1654127312967	191	0.8626398573239857
1654127421667	192	0.8628377497938626
1654127537505	193	0.8433046181617161
1654127689421	194	0.8595043547878234
1654127835584	195	0.8631072570401528
1654127939679	196	0.8786603810846862
1654128054958	197	0.8629419545049125
1654128191347	198	0.866986130459958
1654128326252	199	0.8676896532598606
1654128466920	200	0.8672763562293195
1654128590739	201	0.862650682332127
1654128719792	202	0.8844618535607447
1654128840013	203	0.8776943030026898
1654128952291	204	0.8864157739505499
1654129063775	205	0.867659300998436
1654129196690	206	0.8741343241337285
1654129336590	207	0.8837842259760046
1654129445773	208	0.8838309304243686
1654129616823	209	0.8686011869362247
1654129745066	210	0.880998482313941
1654129887981	211	0.8861076339765837
1654130005221	212	0.8911765532766125
1654130112919	213	0.8719106875777135
1654130226902	214	0.8781076261301446
1654130350194	215	0.8776857136439788
1654130464808	216	0.8722597305405138
1654130583648	217	0.8913350336625809
1654130698392	218	0.8624233438224149
1654130831859	219	0.8774449145839733
1654130954684	220	0.888021381752859
1654131077129	221	0.8674970898552421
1654131203914	222	0.8687932190455243
1654131357914	223	0.8745314526383464
1654131487922	224	0.8846768022348713
1654131595287	225	0.8809879299207549
1654131703942	226	0.873917855695908
1654131815463	227	0.8648819750321988
1654131933078	228	0.8783455601495807
1654132061635	229	0.8570736067090671
1654132159685	230	0.8613316766229745
1654132305291	231	0.869025907772118
1654132423273	232	0.8663995343503651
1654132541915	233	0.8745864032746878
1654132684886	234	0.8829579676990147
1654132803828	235	0.883561780438119
1654132921766	236	0.8819362171643219
1654133048554	237	0.8845261171883056
1654133170715	238	0.8870232584417449
1654133290496	239	0.9020767632404912
