               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11617,             0.04509,            0.027069,           0.0011462,              0.1176,          0.00080313,          0.00022333,             0.10868,            0.043863,            0.027471,           0.0032609,           0.0032609,            0.070652
                   1,             0.10741,            0.048717,            0.024176,           0.0030219,             0.20753,           0.0030425,          0.00087506,             0.10676,            0.041349,            0.026887,           0.0065289,           0.0065289,            0.040587
                   2,            0.099425,            0.048399,            0.020896,             0.17815,             0.10132,            0.054913,            0.015133,            0.099803,            0.042166,            0.019885,            0.009731,            0.009731,            0.010456
                   3,            0.092581,            0.044701,            0.016919,            0.095285,             0.32887,            0.092452,            0.025969,            0.094713,            0.036662,            0.015159,            0.009703,            0.009703,            0.009703
                   4,            0.085146,            0.042128,            0.013515,             0.24917,             0.35274,             0.20994,            0.066182,             0.08259,            0.047868,            0.010813,            0.009703,            0.009703,            0.009703
                   5,            0.078904,            0.039445,            0.009656,             0.36612,             0.46367,             0.35662,             0.12278,            0.069753,             0.03627,           0.0066057,            0.009604,            0.009604,            0.009604
                   6,            0.070709,            0.037602,           0.0077938,             0.55299,             0.54842,             0.52468,             0.20873,            0.061919,            0.035369,           0.0051757,            0.009505,            0.009505,            0.009505
                   7,              0.0664,            0.033376,            0.006721,             0.61551,             0.62477,             0.57342,             0.24579,            0.060327,            0.029174,           0.0044285,            0.009406,            0.009406,            0.009406
                   8,            0.062401,            0.031519,           0.0055729,             0.65155,             0.65976,             0.61944,             0.19955,            0.055877,            0.026992,           0.0039872,            0.009307,            0.009307,            0.009307
                   9,            0.060897,            0.032091,           0.0056309,             0.74713,             0.67609,             0.71599,              0.3184,            0.050813,            0.024956,           0.0035056,            0.009208,            0.009208,            0.009208
                  10,            0.055598,            0.031179,           0.0049052,             0.82476,             0.73689,              0.7839,             0.38512,            0.043986,            0.024067,           0.0038694,            0.009109,            0.009109,            0.009109
                  11,            0.054457,            0.030273,           0.0048872,             0.71922,             0.71285,             0.74719,             0.36283,            0.046652,            0.024372,           0.0033035,             0.00901,             0.00901,             0.00901
                  12,            0.053729,            0.029192,           0.0049155,             0.84166,             0.74793,             0.79715,              0.3581,            0.044242,            0.023031,           0.0032902,            0.008911,            0.008911,            0.008911
                  13,            0.051088,            0.028157,           0.0043629,             0.84048,             0.76333,             0.81329,             0.40097,            0.042765,            0.021682,           0.0028437,            0.008812,            0.008812,            0.008812
                  14,            0.048796,            0.027303,           0.0041994,             0.88876,             0.79528,             0.85216,             0.45136,            0.036712,            0.021874,           0.0035964,            0.008713,            0.008713,            0.008713
                  15,            0.050397,            0.028195,           0.0043051,             0.85288,             0.80983,             0.83829,             0.45818,            0.040736,             0.02187,           0.0028895,            0.008614,            0.008614,            0.008614
                  16,            0.046198,             0.02668,           0.0036841,             0.90166,             0.75491,             0.84629,             0.46748,            0.040896,            0.021802,           0.0026642,            0.008515,            0.008515,            0.008515
                  17,            0.048609,            0.026624,           0.0042038,             0.86129,             0.74282,             0.81167,             0.39484,            0.040507,             0.02215,           0.0031566,            0.008416,            0.008416,            0.008416
                  18,            0.046353,            0.027135,           0.0037861,             0.92048,             0.80185,             0.86895,             0.52857,            0.034649,            0.020036,           0.0031107,            0.008317,            0.008317,            0.008317
                  19,            0.043553,            0.025316,           0.0038059,             0.92699,             0.81468,             0.87604,             0.52554,             0.03501,            0.019554,           0.0029859,            0.008218,            0.008218,            0.008218
                  20,            0.042575,            0.024009,           0.0036188,             0.90473,             0.82523,             0.87547,                0.49,              0.0382,            0.020419,           0.0026114,            0.008119,            0.008119,            0.008119
                  21,            0.043054,            0.025136,           0.0034422,             0.91857,             0.81714,             0.88887,             0.55746,            0.033461,            0.019076,           0.0032381,             0.00802,             0.00802,             0.00802
                  22,            0.042696,            0.024956,           0.0035961,             0.96563,             0.76964,             0.87094,             0.53296,            0.034341,            0.019418,           0.0023759,            0.007921,            0.007921,            0.007921
                  23,            0.042676,            0.024376,           0.0036675,             0.89943,              0.8227,             0.88899,             0.55987,            0.031875,            0.019105,           0.0024945,            0.007822,            0.007822,            0.007822
                  24,            0.039733,             0.02582,           0.0034322,             0.94202,             0.83125,             0.90187,             0.56969,            0.032294,            0.018424,           0.0023436,            0.007723,            0.007723,            0.007723
                  25,            0.039269,            0.022717,            0.003339,             0.93441,             0.81098,             0.87661,             0.51647,            0.034097,            0.019401,           0.0026091,            0.007624,            0.007624,            0.007624
                  26,            0.039106,            0.023713,           0.0033217,             0.92755,             0.83898,             0.89448,             0.58548,            0.032034,            0.018398,           0.0026422,            0.007525,            0.007525,            0.007525
                  27,            0.040863,            0.024016,           0.0033124,             0.92344,             0.83351,             0.90562,             0.57041,             0.03287,            0.018085,           0.0022503,            0.007426,            0.007426,            0.007426
                  28,            0.039654,            0.022783,           0.0033052,             0.94908,             0.82889,             0.91173,             0.60706,            0.029535,            0.017977,            0.002454,            0.007327,            0.007327,            0.007327
                  29,            0.037422,            0.024023,           0.0031968,             0.94609,             0.82902,             0.90173,             0.60093,            0.028969,            0.017807,           0.0021371,            0.007228,            0.007228,            0.007228
                  30,            0.036963,            0.022127,           0.0032205,             0.96311,             0.82202,             0.90606,             0.56868,            0.030012,            0.017511,            0.001991,            0.007129,            0.007129,            0.007129
                  31,             0.03711,            0.022159,           0.0031523,             0.93273,              0.8405,             0.91037,              0.5922,            0.032569,            0.017915,           0.0020671,             0.00703,             0.00703,             0.00703
                  32,            0.037458,            0.021775,           0.0032287,             0.96595,             0.80993,             0.91152,             0.60539,            0.028761,            0.018262,           0.0021731,            0.006931,            0.006931,            0.006931
                  33,            0.036967,            0.021697,           0.0030223,             0.94178,             0.82874,             0.90101,             0.57446,            0.030172,            0.018077,           0.0023118,            0.006832,            0.006832,            0.006832
                  34,              0.0373,            0.023253,           0.0030602,             0.94542,             0.81292,             0.90308,             0.60969,            0.029381,            0.018061,           0.0019063,            0.006733,            0.006733,            0.006733
                  35,            0.034505,            0.021546,           0.0028274,             0.93333,             0.83678,             0.90698,             0.58719,            0.029713,            0.018136,           0.0021453,            0.006634,            0.006634,            0.006634
                  36,            0.035503,            0.021963,           0.0028326,              0.9432,             0.85064,             0.90534,             0.62582,            0.026305,            0.017145,           0.0019315,            0.006535,            0.006535,            0.006535
                  37,            0.033757,            0.021141,           0.0028536,             0.92793,             0.85621,             0.91288,             0.63643,            0.026917,            0.016909,           0.0021841,            0.006436,            0.006436,            0.006436
                  38,            0.035578,            0.022738,           0.0030917,             0.96067,              0.8263,             0.90212,             0.60805,            0.027383,            0.017054,           0.0020851,            0.006337,            0.006337,            0.006337
                  39,            0.034443,            0.022721,           0.0026628,             0.95218,             0.87749,             0.93044,             0.64552,             0.02565,            0.016313,           0.0017785,            0.006238,            0.006238,            0.006238
                  40,            0.033701,            0.021536,           0.0029389,             0.96043,             0.85566,             0.91721,             0.64496,            0.027423,            0.016421,           0.0021591,            0.006139,            0.006139,            0.006139
                  41,            0.034191,            0.022339,           0.0029269,              0.9481,              0.8764,             0.92126,              0.6301,            0.028486,            0.016798,            0.001937,             0.00604,             0.00604,             0.00604
                  42,            0.033475,             0.02086,           0.0028361,             0.94849,             0.85463,             0.91399,             0.66733,             0.02564,            0.015922,            0.002085,            0.005941,            0.005941,            0.005941
                  43,            0.033414,            0.021171,           0.0026446,             0.96045,             0.84028,             0.91211,             0.64838,            0.026647,            0.016298,           0.0019714,            0.005842,            0.005842,            0.005842
                  44,            0.033511,            0.020824,           0.0028318,             0.96477,             0.86957,             0.91434,             0.66705,              0.0256,            0.015822,           0.0016704,            0.005743,            0.005743,            0.005743
                  45,            0.032571,            0.020677,            0.002696,             0.95482,              0.8643,             0.92529,             0.65946,            0.025606,            0.015831,           0.0016412,            0.005644,            0.005644,            0.005644
                  46,             0.03194,            0.021162,           0.0025396,             0.97539,              0.8508,             0.92297,             0.67811,            0.024888,            0.015586,           0.0016922,            0.005545,            0.005545,            0.005545
                  47,            0.033614,            0.020395,           0.0028007,             0.94607,             0.86433,             0.91418,             0.66458,             0.02504,            0.016008,           0.0015623,            0.005446,            0.005446,            0.005446
                  48,            0.031184,            0.019596,           0.0026818,             0.95411,             0.85822,              0.9231,             0.66226,            0.025003,             0.01607,           0.0015207,            0.005347,            0.005347,            0.005347
                  49,            0.031062,            0.020279,           0.0025955,             0.95705,             0.88273,             0.92899,             0.68299,            0.023586,            0.015012,           0.0018101,            0.005248,            0.005248,            0.005248
                  50,            0.031669,            0.020509,           0.0026637,             0.95315,             0.85944,              0.9189,             0.67889,            0.024266,            0.015443,           0.0017301,            0.005149,            0.005149,            0.005149
                  51,            0.029959,            0.019455,           0.0024456,              0.9334,             0.88224,             0.92309,             0.68816,            0.024919,            0.015291,           0.0016326,             0.00505,             0.00505,             0.00505
                  52,            0.031028,            0.020054,           0.0025684,             0.95627,             0.87015,             0.92812,             0.69507,            0.023078,            0.015231,           0.0014312,            0.004951,            0.004951,            0.004951
                  53,            0.029007,            0.018799,           0.0023572,             0.97077,              0.8585,             0.92743,             0.69444,            0.023346,            0.014585,           0.0014498,            0.004852,            0.004852,            0.004852
                  54,             0.02963,            0.018908,           0.0025872,             0.95946,             0.86339,             0.93032,             0.69311,            0.022948,            0.014317,           0.0013706,            0.004753,            0.004753,            0.004753
                  55,            0.029749,            0.019349,           0.0026509,             0.96542,             0.86404,             0.92559,             0.69943,            0.023094,            0.014959,           0.0014701,            0.004654,            0.004654,            0.004654
                  56,            0.029151,            0.019529,           0.0026114,             0.96074,             0.86832,             0.92495,             0.68635,            0.024105,            0.014601,           0.0015593,            0.004555,            0.004555,            0.004555
                  57,            0.028566,            0.018835,           0.0024034,             0.95958,             0.87757,             0.92436,             0.68413,             0.02396,            0.014438,           0.0014608,            0.004456,            0.004456,            0.004456
                  58,             0.02864,            0.017418,           0.0022898,             0.96064,             0.88382,             0.93012,             0.69473,            0.023269,            0.014582,           0.0013297,            0.004357,            0.004357,            0.004357
                  59,            0.029208,            0.019419,           0.0024905,             0.97612,             0.84387,             0.92574,             0.70339,            0.022174,            0.014703,           0.0013389,            0.004258,            0.004258,            0.004258
                  60,            0.028506,            0.018541,           0.0024601,             0.94091,             0.87142,             0.92326,             0.70651,            0.022391,            0.015157,           0.0014751,            0.004159,            0.004159,            0.004159
                  61,            0.027934,            0.019035,           0.0022788,             0.96222,             0.86903,             0.93203,             0.71016,            0.022124,            0.013978,           0.0014362,             0.00406,             0.00406,             0.00406
                  62,            0.028852,            0.019614,           0.0025579,             0.96751,             0.86915,             0.93395,             0.71419,            0.021845,            0.014113,           0.0013502,            0.003961,            0.003961,            0.003961
                  63,             0.02775,            0.018649,            0.002365,             0.95474,             0.86892,             0.93125,              0.7108,            0.021876,            0.014538,           0.0012943,            0.003862,            0.003862,            0.003862
                  64,            0.027125,              0.0189,           0.0021912,             0.95637,             0.86435,             0.92442,             0.71505,            0.021713,            0.014344,           0.0013828,            0.003763,            0.003763,            0.003763
                  65,            0.027507,            0.017869,           0.0024696,              0.9485,             0.86706,             0.93101,             0.71688,             0.02151,            0.014135,           0.0012776,            0.003664,            0.003664,            0.003664
                  66,            0.027944,            0.019009,           0.0026679,             0.95809,             0.86825,             0.92713,             0.71767,             0.02191,            0.013715,           0.0012001,            0.003565,            0.003565,            0.003565
                  67,            0.027129,            0.017376,           0.0021906,             0.94479,             0.89618,             0.93743,             0.71232,             0.02141,             0.01374,           0.0012041,            0.003466,            0.003466,            0.003466
                  68,            0.026978,            0.018246,           0.0025321,             0.94705,             0.88575,             0.93446,             0.71472,            0.021254,             0.01358,           0.0012159,            0.003367,            0.003367,            0.003367
                  69,            0.027081,            0.018794,           0.0022682,              0.9508,             0.87316,             0.92309,             0.71539,            0.022113,            0.013931,           0.0012614,            0.003268,            0.003268,            0.003268
                  70,            0.026628,            0.016981,           0.0022156,             0.94125,              0.8953,             0.92857,             0.72141,            0.021259,            0.014047,           0.0012174,            0.003169,            0.003169,            0.003169
                  71,            0.026426,            0.018499,           0.0022814,             0.93417,             0.88218,             0.92858,             0.72062,            0.020984,             0.01406,            0.001214,             0.00307,             0.00307,             0.00307
                  72,            0.026112,            0.016979,           0.0022998,             0.93168,              0.8928,             0.93075,             0.72557,             0.02137,            0.013695,           0.0012213,            0.002971,            0.002971,            0.002971
                  73,            0.025518,            0.017567,           0.0022713,             0.95209,             0.88328,             0.93092,              0.7302,            0.020499,            0.013557,           0.0013799,            0.002872,            0.002872,            0.002872
                  74,            0.025947,             0.01682,           0.0022442,             0.98376,             0.87047,             0.93384,              0.7297,            0.020804,             0.01352,           0.0012298,            0.002773,            0.002773,            0.002773
                  75,            0.025591,            0.018044,           0.0023459,             0.96814,             0.88302,             0.93701,             0.73253,            0.020462,            0.013336,           0.0012512,            0.002674,            0.002674,            0.002674
                  76,            0.026356,            0.017877,           0.0023282,             0.95627,             0.89431,             0.94002,             0.73582,            0.020801,            0.013381,             0.00126,            0.002575,            0.002575,            0.002575
                  77,            0.025229,            0.017209,           0.0021255,             0.96386,             0.88543,             0.94426,             0.73761,            0.020661,             0.01324,           0.0011945,            0.002476,            0.002476,            0.002476
                  78,            0.024699,            0.016878,           0.0021114,              0.9583,             0.87324,             0.93053,             0.72838,             0.02077,            0.013547,           0.0011536,            0.002377,            0.002377,            0.002377
                  79,            0.025415,            0.017278,           0.0024082,             0.95287,             0.89741,             0.93209,             0.73292,            0.020573,            0.013182,           0.0011727,            0.002278,            0.002278,            0.002278
                  80,            0.025054,            0.018084,           0.0022615,              0.9527,             0.88884,             0.93573,             0.73609,            0.020394,            0.013282,           0.0011535,            0.002179,            0.002179,            0.002179
                  81,            0.025329,            0.017014,           0.0023749,             0.95635,             0.87964,             0.93547,             0.73829,            0.020444,            0.013336,           0.0011366,             0.00208,             0.00208,             0.00208
                  82,            0.024747,            0.017364,           0.0021065,             0.95391,             0.87964,             0.93296,              0.7367,             0.02047,            0.013288,           0.0011659,            0.001981,            0.001981,            0.001981
                  83,            0.025508,            0.017729,           0.0024726,             0.94607,              0.8993,             0.94039,             0.74317,            0.020236,            0.013267,           0.0011687,            0.001882,            0.001882,            0.001882
                  84,            0.024649,            0.018293,           0.0021008,              0.9563,             0.88928,             0.94155,             0.74868,            0.019978,            0.012937,           0.0012062,            0.001783,            0.001783,            0.001783
                  85,            0.024669,            0.016896,           0.0021753,             0.97234,             0.87058,             0.93722,             0.74838,            0.019848,            0.012864,           0.0011736,            0.001684,            0.001684,            0.001684
                  86,             0.02456,            0.016531,           0.0022312,             0.94704,             0.88621,             0.93956,             0.74755,            0.019797,            0.013305,           0.0011571,            0.001585,            0.001585,            0.001585
                  87,            0.024084,            0.016945,           0.0021869,             0.96634,             0.88013,             0.93916,             0.74366,             0.01986,            0.013206,           0.0011584,            0.001486,            0.001486,            0.001486
                  88,            0.023796,            0.016887,            0.002083,             0.95709,             0.88775,             0.94004,             0.74894,            0.019685,             0.01303,           0.0011237,            0.001387,            0.001387,            0.001387
                  89,            0.024437,            0.017157,           0.0021571,             0.95142,             0.88553,              0.9359,             0.75242,            0.019982,            0.013441,           0.0011374,            0.001288,            0.001288,            0.001288
                  90,            0.024549,            0.016812,           0.0022005,             0.95752,             0.89251,             0.94041,             0.75264,            0.019756,            0.012967,           0.0011088,            0.001189,            0.001189,            0.001189
                  91,            0.023872,            0.015784,           0.0022549,             0.97598,             0.87324,             0.94002,             0.75328,            0.019436,            0.012973,           0.0010998,             0.00109,             0.00109,             0.00109
                  92,            0.024076,             0.01617,           0.0020496,             0.97037,              0.8712,             0.93972,             0.75105,            0.019599,            0.013087,           0.0011053,            0.000991,            0.000991,            0.000991
                  93,            0.023668,            0.016903,           0.0021283,             0.94503,             0.89646,             0.93978,             0.75601,            0.019573,            0.013102,           0.0011744,            0.000892,            0.000892,            0.000892
                  94,               0.023,            0.015348,           0.0019921,              0.9515,             0.89539,             0.93818,             0.75446,            0.019564,            0.012636,            0.001125,            0.000793,            0.000793,            0.000793
                  95,            0.023524,            0.016379,           0.0021748,             0.95203,             0.89658,             0.93997,             0.74974,            0.019611,            0.013031,           0.0011006,            0.000694,            0.000694,            0.000694
                  96,            0.024122,            0.016535,           0.0022096,             0.94658,             0.89862,             0.94325,             0.75461,            0.019507,            0.012854,           0.0011102,            0.000595,            0.000595,            0.000595
                  97,            0.023773,            0.016402,           0.0020188,             0.94021,              0.9081,             0.94093,             0.75275,            0.019392,            0.012793,           0.0010913,            0.000496,            0.000496,            0.000496
                  98,            0.023549,            0.016875,           0.0020183,             0.93987,             0.90755,             0.94159,             0.75556,            0.019443,            0.012717,           0.0010838,            0.000397,            0.000397,            0.000397
                  99,            0.023794,            0.015941,           0.0022969,             0.94282,             0.90843,             0.94157,             0.76006,            0.019277,            0.012583,           0.0010732,            0.000298,            0.000298,            0.000298
